epoch,lr-AdamW,step,test_acc,train_acc,train_loss,val_acc
1,,8399,,,0.3441375195980072,
1,,8449,,,0.4953736364841461,
1,,8499,,,0.4020671248435974,
1,,8549,,,0.5219911336898804,
1,,8599,,,0.5111907124519348,
1,,8649,,,0.16092905402183533,
1,,8685,,,,0.9340963363647461
1,,8685,,0.896244466304779,,
2,,8686,0.9340963363647461,,,
2,,8686,0.5455211400985718,,,
