epoch,lr-AdamW,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,,,
0,,49,,,,2.9427478313446045,,
0,,99,,,,2.6871590614318848,,
0,,149,,,,2.2303314208984375,,
0,,199,,,,2.2445225715637207,,
0,,249,,,,1.8416897058486938,,
0,,299,,,,1.7500032186508179,,
0,,349,,,,1.8267509937286377,,
0,,399,,,,1.5086798667907715,,
0,,449,,,,1.3153449296951294,,
0,,499,,,,1.5094468593597412,,
0,,549,,,,1.4723892211914062,,
0,,599,,,,1.2403005361557007,,
0,,649,,,,1.23920738697052,,
0,,699,,,,1.1095178127288818,,
0,,749,,,,1.0656768083572388,,
0,,799,,,,1.2189453840255737,,
0,,849,,,,1.1758148670196533,,
0,,899,,,,0.8300008177757263,,
0,,949,,,,1.2861874103546143,,
0,,999,,,,0.7494993209838867,,
0,,1049,,,,0.6187717318534851,,
0,,1099,,,,0.9416161775588989,,
0,,1149,,,,1.0020122528076172,,
0,,1199,,,,0.7908924221992493,,
0,,1249,,,,0.9780722260475159,,
0,,1299,,,,1.0667937994003296,,
0,,1349,,,,0.8422332406044006,,
0,,1357,,,,,0.8233339190483093,0.7303829193115234
0,,1357,,,0.6010039448738098,,,
,0.001,1358,,,,,,
1,,1399,,,,0.8417274355888367,,
1,,1449,,,,0.7371762990951538,,
1,,1499,,,,0.6973077058792114,,
1,,1549,,,,0.6041473746299744,,
1,,1599,,,,0.6932218074798584,,
1,,1649,,,,1.3010953664779663,,
1,,1699,,,,0.7930032014846802,,
1,,1749,,,,0.8810182213783264,,
1,,1799,,,,1.3771800994873047,,
1,,1849,,,,0.6770635843276978,,
1,,1899,,,,0.7528830170631409,,
1,,1949,,,,0.655741274356842,,
1,,1999,,,,0.8713642954826355,,
1,,2049,,,,0.3679395914077759,,
1,,2099,,,,1.0179848670959473,,
1,,2149,,,,0.7948719263076782,,
1,,2199,,,,0.8425722122192383,,
1,,2249,,,,0.9329986572265625,,
1,,2299,,,,0.7158217430114746,,
1,,2349,,,,1.2686296701431274,,
1,,2399,,,,0.670570969581604,,
1,,2449,,,,0.6721078753471375,,
1,,2499,,,,0.8666606545448303,,
1,,2549,,,,0.872276246547699,,
1,,2599,,,,0.4947955012321472,,
1,,2649,,,,0.3794284760951996,,
1,,2699,,,,0.5006682872772217,,
1,,2715,,,,,0.8731770515441895,0.4727451801300049
1,,2715,,,0.7683345079421997,,,
,0.001,2716,,,,,,
2,,2749,,,,0.6522110104560852,,
2,,2799,,,,0.742568850517273,,
2,,2849,,,,0.41794416308403015,,
2,,2899,,,,0.5361762046813965,,
2,,2949,,,,0.647111177444458,,
2,,2999,,,,0.8776954412460327,,
2,,3049,,,,0.502457320690155,,
2,,3099,,,,0.40173542499542236,,
2,,3149,,,,0.4091160297393799,,
2,,3199,,,,0.6163301467895508,,
2,,3249,,,,0.7644078731536865,,
2,,3299,,,,1.0666049718856812,,
2,,3349,,,,0.6168069839477539,,
2,,3399,,,,0.30719777941703796,,
2,,3449,,,,0.5463867783546448,,
2,,3499,,,,0.6009985208511353,,
2,,3549,,,,0.8343966007232666,,
2,,3599,,,,0.46653908491134644,,
2,,3649,,,,0.35853350162506104,,
2,,3699,,,,0.5312641263008118,,
2,,3749,,,,1.1103233098983765,,
2,,3799,,,,0.9058865308761597,,
2,,3849,,,,0.7585332989692688,,
2,,3899,,,,0.7184680700302124,,
2,,3949,,,,0.5101528763771057,,
2,,3999,,,,0.4768620729446411,,
2,,4049,,,,0.3419269025325775,,
2,,4073,,,,,0.883884072303772,0.3950905203819275
2,,4073,,,0.8030118346214294,,,
,0.001,4074,,,,,,
3,,4099,,,,0.773237943649292,,
3,,4149,,,,0.603807270526886,,
3,,4199,,,,0.45313021540641785,,
3,,4249,,,,0.505271315574646,,
3,,4299,,,,0.6441115140914917,,
3,,4349,,,,0.8911864161491394,,
3,,4399,,,,0.8234157562255859,,
3,,4449,,,,0.6689985394477844,,
3,,4499,,,,0.2810671031475067,,
3,,4549,,,,0.19482210278511047,,
3,,4599,,,,0.5927298665046692,,
3,,4649,,,,0.47290611267089844,,
3,,4699,,,,0.49189722537994385,,
3,,4749,,,,0.7546865344047546,,
3,,4799,,,,0.26114654541015625,,
3,,4849,,,,0.5864694118499756,,
3,,4899,,,,0.7980189323425293,,
3,,4949,,,,0.45286059379577637,,
3,,4999,,,,0.39206913113594055,,
3,,5049,,,,0.6200974583625793,,
3,,5099,,,,0.5950221419334412,,
3,,5149,,,,0.4312724471092224,,
3,,5199,,,,0.43403884768486023,,
3,,5249,,,,0.5646189451217651,,
3,,5299,,,,0.7862452268600464,,
3,,5349,,,,0.5619701147079468,,
3,,5399,,,,0.7255486249923706,,
3,,5431,,,,,0.9060365557670593,0.34345248341560364
3,,5431,,,0.8203964829444885,,,
,0.001,5432,,,,,,
4,,5449,,,,0.5074576735496521,,
4,,5499,,,,0.4604296386241913,,
4,,5549,,,,0.9088855385780334,,
4,,5599,,,,0.5591960549354553,,
4,,5649,,,,0.5081331729888916,,
4,,5699,,,,0.3729599416255951,,
4,,5749,,,,0.3165866434574127,,
4,,5799,,,,0.23145318031311035,,
4,,5849,,,,0.8492292165756226,,
4,,5899,,,,0.6224837899208069,,
4,,5949,,,,0.45566317439079285,,
4,,5999,,,,0.4336368143558502,,
4,,6049,,,,0.6830186247825623,,
4,,6099,,,,0.5418532490730286,,
4,,6149,,,,0.6240810751914978,,
4,,6199,,,,0.2897934913635254,,
4,,6249,,,,0.5154695510864258,,
4,,6299,,,,0.44042444229125977,,
4,,6349,,,,0.5884806513786316,,
4,,6399,,,,0.5701841115951538,,
4,,6449,,,,0.47118642926216125,,
4,,6499,,,,0.5926864147186279,,
4,,6549,,,,0.6547539234161377,,
4,,6599,,,,0.5752673745155334,,
4,,6649,,,,0.5807142853736877,,
4,,6699,,,,0.43877947330474854,,
4,,6749,,,,0.5819426774978638,,
4,,6789,,,,,0.8916374444961548,0.3645034730434418
4,,6789,,,0.8324161171913147,,,
,0.001,6790,,,,,,
5,,6799,,,,0.3877352476119995,,
5,,6849,,,,0.4582098424434662,,
5,,6899,,,,0.396028608083725,,
5,,6949,,,,0.45224663615226746,,
5,,6999,,,,0.4240908622741699,,
5,,7049,,,,0.7603161334991455,,
5,,7099,,,,0.4631060063838959,,
5,,7149,,,,0.6446529030799866,,
5,,7199,,,,0.4063584506511688,,
5,,7249,,,,0.7019397616386414,,
5,,7299,,,,0.36842840909957886,,
5,,7349,,,,0.35166671872138977,,
5,,7399,,,,0.5412850975990295,,
5,,7449,,,,0.43656474351882935,,
5,,7499,,,,0.3246455490589142,,
5,,7549,,,,0.4958590567111969,,
5,,7599,,,,0.43337950110435486,,
5,,7649,,,,0.4992901384830475,,
5,,7699,,,,0.5047242045402527,,
5,,7749,,,,0.5663084983825684,,
5,,7799,,,,0.3733847141265869,,
5,,7849,,,,0.6327188611030579,,
5,,7899,,,,0.6552641987800598,,
5,,7949,,,,0.44678744673728943,,
5,,7999,,,,0.30806389451026917,,
5,,8049,,,,0.5505593419075012,,
5,,8099,,,,0.7500569224357605,,
5,,8147,,,,,0.8990216255187988,0.3165860176086426
5,,8147,,,0.8375739455223083,,,
,0.001,8148,,,,,,
6,,8149,,,,0.25102776288986206,,
6,,8199,,,,0.6592820286750793,,
6,,8249,,,,0.41833871603012085,,
6,,8299,,,,0.40881702303886414,,
6,,8349,,,,0.7001952528953552,,
6,,8399,,,,0.37694960832595825,,
6,,8449,,,,0.3331555128097534,,
6,,8499,,,,0.40280404686927795,,
6,,8549,,,,0.41093143820762634,,
6,,8599,,,,0.19314928352832794,,
6,,8649,,,,0.5446966290473938,,
6,,8699,,,,0.32612985372543335,,
6,,8749,,,,0.4309684634208679,,
6,,8799,,,,0.2157955765724182,,
6,,8849,,,,0.33509284257888794,,
6,,8899,,,,0.5536760091781616,,
6,,8949,,,,0.5791096091270447,,
6,,8999,,,,0.3560071587562561,,
6,,9049,,,,0.33516696095466614,,
6,,9099,,,,0.7419474124908447,,
6,,9149,,,,0.48034536838531494,,
6,,9199,,,,0.9216657876968384,,
6,,9249,,,,0.6985880136489868,,
6,,9299,,,,0.8610219955444336,,
6,,9349,,,,0.52836012840271,,
6,,9399,,,,0.2888033390045166,,
6,,9449,,,,0.556601345539093,,
6,,9499,,,,0.2912937104701996,,
6,,9505,,,,,0.9012368321418762,0.3133498430252075
6,,9505,,,0.841833770275116,,,
,0.001,9506,,,,,,
7,,9549,,,,0.3309042453765869,,
7,,9599,,,,0.18842482566833496,,
7,,9649,,,,0.46324223279953003,,
7,,9699,,,,0.21322959661483765,,
7,,9749,,,,0.8853577971458435,,
7,,9799,,,,0.585253119468689,,
7,,9849,,,,0.7209685444831848,,
7,,9899,,,,0.574245274066925,,
7,,9949,,,,0.36238279938697815,,
7,,9999,,,,0.403226375579834,,
7,,10049,,,,0.33739444613456726,,
7,,10099,,,,0.5922114849090576,,
7,,10149,,,,0.28622713685035706,,
7,,10199,,,,0.4911036789417267,,
7,,10249,,,,0.45461392402648926,,
7,,10299,,,,0.2536504864692688,,
7,,10349,,,,0.4851383864879608,,
7,,10399,,,,0.30988162755966187,,
7,,10449,,,,0.5212600827217102,,
7,,10499,,,,0.6593412756919861,,
7,,10549,,,,0.31860804557800293,,
7,,10599,,,,0.42242154479026794,,
7,,10649,,,,0.4203743040561676,,
7,,10699,,,,0.21925534307956696,,
7,,10749,,,,0.2723667621612549,,
7,,10799,,,,0.6862301230430603,,
7,,10849,,,,0.29713690280914307,,
7,,10863,,,,,0.8988369703292847,0.3124350905418396
7,,10863,,,0.8444587588310242,,,
,0.001,10864,,,,,,
8,,10899,,,,0.3728582561016083,,
8,,10949,,,,0.24613474309444427,,
8,,10999,,,,0.5665188431739807,,
8,,11049,,,,0.46185895800590515,,
8,,11099,,,,0.62322998046875,,
8,,11149,,,,0.5700400471687317,,
8,,11199,,,,0.4002103805541992,,
8,,11249,,,,0.7923663258552551,,
8,,11299,,,,0.4411943852901459,,
8,,11349,,,,0.5880476236343384,,
8,,11399,,,,0.5629729628562927,,
8,,11449,,,,0.5105185508728027,,
8,,11499,,,,0.7293781042098999,,
8,,11549,,,,0.6793409585952759,,
8,,11599,,,,0.44849053025245667,,
8,,11649,,,,0.4822477102279663,,
8,,11699,,,,0.40188342332839966,,
8,,11749,,,,0.3580917418003082,,
8,,11799,,,,0.13977916538715363,,
8,,11849,,,,1.1141952276229858,,
8,,11899,,,,0.46266889572143555,,
8,,11949,,,,0.5517533421516418,,
8,,11999,,,,0.20094572007656097,,
8,,12049,,,,0.6184950470924377,,
8,,12099,,,,0.608389139175415,,
8,,12149,,,,0.38173654675483704,,
8,,12199,,,,0.5955190658569336,,
8,,12221,,,,,0.9001291990280151,0.30674469470977783
8,,12221,,,0.8493863344192505,,,
,0.001,12222,,,,,,
9,,12249,,,,0.4592515826225281,,
9,,12299,,,,0.3112449645996094,,
9,,12349,,,,0.11216229945421219,,
9,,12399,,,,0.871355414390564,,
9,,12449,,,,0.6994880437850952,,
9,,12499,,,,0.2213972955942154,,
9,,12549,,,,0.6459620594978333,,
9,,12599,,,,0.7088191509246826,,
9,,12649,,,,0.6921416521072388,,
9,,12699,,,,0.6164800524711609,,
9,,12749,,,,0.3824842870235443,,
9,,12799,,,,0.33599624037742615,,
9,,12849,,,,0.5944538116455078,,
9,,12899,,,,0.6312302350997925,,
9,,12949,,,,0.7251716256141663,,
9,,12999,,,,0.2898315489292145,,
9,,13049,,,,0.34251171350479126,,
9,,13099,,,,0.6642165184020996,,
9,,13149,,,,0.372524231672287,,
9,,13199,,,,0.49045032262802124,,
9,,13249,,,,0.2555488348007202,,
9,,13299,,,,0.2439640760421753,,
9,,13349,,,,0.6836538910865784,,
9,,13399,,,,0.24706143140792847,,
9,,13449,,,,0.8675845265388489,,
9,,13499,,,,0.43740159273147583,,
9,,13549,,,,0.27796369791030884,,
9,,13579,,,,,0.9064057469367981,0.29763367772102356
9,,13579,,,0.8525869846343994,,,
10,,13580,0.9064057469367981,0.29763367772102356,,,,
10,,13580,0.9109727144241333,0.3042411208152771,,,,
